50002	-50041	-71310
13	8	0
50002	-50029	-71304
50003	-50025	-71300
-14	-22	12
111	-45	2
20000	19992	20006
109	8	3
-12	-36	2
0	-4598	-110
99	-50	2
16	14	0
112	-59	26
-3	-18	0
2	-25	-496
111	-13	21
-8	-35	0
50000	-49988	-71300
115	-61	32
2	1	6
87	-34	-4
20000	19993	20000
-2	0	-680
1	-12	-700
79	-100	0
21	-18	0
96	-94	0
12	21	0
128	-6	10
-3	-24	0
-26	-63	0
-5	1	-680
32	-30	0
0	-4600	-106
-5	-24	0
2	-3	-697
29	-13	8
68	-66	0
-104	-6	0
-19	-57	0
100000	99993	100000
78	-12	0
-26	-16	0
124	3	6
16	-26	0
83	-37	0
-40	1	-1
-31	-61	0
3	-25	-498
85	-40	-6
4	7	1
49983	-50030	-71294
4	-31	2
119	-51	0
110	-51	-1
83	-35	-2
-152	32	0
86	-46	0
135	-1	14
24	-20	2
50009	-50029	-71277
-23	-42	0
-27	-16	0
-42	9	0
-11	-15	8
40	-71	0
126	-1	8
0	-3	-700
-45	-7	-1
20000	19994	20002
-7	-16	0
50002	-50031	-71300
50000	-50031	-71298
-20	-18	12
84	-22	0
106	10	2
0	-4601	-106
-35	-22	0
100001	100001	100000
-19	-56	0
7	21	4
-82	-9	1
200	-19	10
-5	-25	0
20002	19995	19998
-132	5	-4
-5	0	4
115	-52	0
-4	-7	2
104	-5	16
-19	-10	0
27	-13	2
50009	-50029	-71290
133	1	15
-90	-7	2
132	-5	14
-6	-31	0
55	-88	0
-153	26	11
65	-113	0
121	-5	10
75	-105	0
-33	-56	0
86	-34	-4
-40	-6	0
20001	19999	19499
5	-6	-500
-9	-11	12
49	-18	0
-37	-60	0
23	-23	0
191	7	10
-9	43	0
110	-50	0
112	-59	21
56	-106	0
-27	-58	0
-29	-1	0
91	-84	2
49995	-50001	-71300
57	-88	0
11	21	4
-3	3	-712
100001	100005	100003
-25	-11	2
-55	1	0
88	-46	0
-137	3	-6
58	-15	0
14	21	0
8	0	-98
-41	-3	4
86	-39	-6
-10	3	-106
50007	-50028	-71302
-22	-5	0
89	-36	-4
-4	2	-680
118	-57	0
199	-5	10
-6	24	0
-14	4	-108
-7	-6999	-799
69	-10	0
21	-26	0
-40	-9	-2
117	-49	0
2	-4	-688
26	-13	11
-71	-10	0
8	0	-700
8	23	0
-52	-15	0
-3	9	0
-33	-5	4
-9	-12	10
109	3	0
59	-14	0
-29	-9	0
-39	-3	2
113	7	4
-7	-30	-7
0	-15	-500
-12	29	2
-34	-22	0
112	-59	29
91	-88	0
142	-1	15
-5	-2	0
-5	41	0
70	-50	0
-26	-24	6
130	-6	11
74	-103	-1
8	-40	0
1	-13	-702
-27	-24	6
49989	-50028	-71294
-24	-51	0
-6	43	0
20002	19999	19500
-7	-28	-8
-27	-15	6
4	9	8
-3	-2	-98
92	-93	4
5	11	0
-36	-60	0
116	9	8
-5	-23	0
-47	5	0
-5	60	0
-15	-24	0
-39	-18	6
37	-35	0
-2	3	-705
190	-17	10
-137	3	-3
-53	-64	0
89	-36	0
-11	-28	-8
1	-18	-500
-103	-6	0
-43	-3	-2
1	-34	0
49999	-50030	-71302
196	-9	10
30	-64	0
-39	-12	6
91	2	0
-33	-58	0
1	-10	2
0	-12	-500
-9	-13	14
50001	-50020	-71300
0	-32	0
2	-15000	0
74	-57	0
-6	-7	0
-9	-40	10
50006	-50027	-71301
-26	-67	0
-3	-7000	-794
126	3	8
50009	-50029	-71299
-139	4	0
20	13	0
-67	-10	0
0	0	3
36	-26	2
6	-22	0
-43	-57	0
4	11	8
117	-47	0
26	-12	8
50	-78	0
-4	-23	0
-2	0	-100
10	-2	-680
-45	7	-2
-40	2	0
84	-34	0
67	-88	0
48	-78	0
-21	-27	0
66	-10	0
3	-33	0
-40	5	-2
187	11	10
111	-13	16
-21	-26	0
-4	-19	0
-41	9	0
108	-47	2
-10	0	-106
24	-23	0
0	-2	-100
-23	-59	0
2	-1	-702
3	3	-700
-125	2	0
-31	-52	0
6	-13	0
-9	-24	0
-19	40	2
24	-18	0
-21	-19	0
-21	-62	0
2	0	-680
13	11	0
-50	-3	0
10	20	3
3	-14998	4
-5	0	-680
11	-43	0
197	-10	10
85	-34	-2
11	0	-680
111	-14	16
31	-24	2
-112	-4	0
-20	-14	1
-9	-11	0
50011	-50028	-71270
-16	-6	0
197	-33	10
-51	-5	0
-40	-6	-2
-7	-6	-500
50010	-50001	-71300
-2	3	-707
96	2	0
21	-56	0
70	-64	0
-19	-11	0
-46	-13	6
-8	43	2
-32	-16	0
-59	-2	0
6	-6	-500
-51	-60	0
49996	-50025	-71298
100000	100000	100000
93	-92	4
33	-33	-4
137	5	26
-1	-7	0
1	4	-680
49990	-50023	-71298
-47	3	0
72	-7	0
15	3	0
-3	3	-702
-50	-9	-1
-100	-6	0
2	-11	-700
-1	-6	-500
-16	43	0
108	2	0
50002	-50014	-71300
-23	-66	0
-10	2	-106
116	-47	0
-16	-23	12
-5	5	0
113	-44	2
-45	-67	0
13	-48	0
-12	-43	0
-20	2	0
1	-4600	-106
139	-1	14
4	-5	0
-14	3	-108
49994	-50017	-71300
2	-3	-700
-10	-30	-10
113	-46	0
-37	-5	0
-4	-17	0
-4	-9	0
-61	-3	0
84	-40	-2
-47	1	0
49	-79	0
73	-41	2
93	-83	2
9	-18	0
58	-87	0
17	-9	0
3	-39	0
37	-36	1
15	-49	0
-73	-10	0
110	-13	23
6	-2	0
195	-15	10
66	-114	0
8	2	-680
-6	-7	-500
3	-5	0
3	2	2
-82	-9	2
1	-12	-701
72	-63	0
2	-6	-500
133	1	16
-19	-58	0
127	-6	10
129	-7	10
-25	-63	0
49996	-50017	-71300
-102	-6	0
68	-69	0
49987	-50028	-71295
6	-37	0
71	-44	-2
89	-36	-2
-4	-7000	-796
-9	-7001	-800
-1	24	2
22	-12	11
46	-97	0
-25	-12	6
-14	-5	0
-37	-7	0
-34	-12	6
1	-3	-100
20000	19993	19998
109	-3	16
-36	1	0
9	21	2
86	-38	4
-8	43	1
20	-27	2
15	8	0
49991	-50000	-71300
-9	-17	12
-132	5	-6
-14	-10	0
-5	-2	-680
19996	20001	19500
-6	-1	2
126	5	7
-4	-7000	-800
-47	-13	0
109	-49	6
100000	100008	100000
-12	3	-104
111	-102	4
67	-90	0
3	5	0
93	7	2
3	17	0
-15	33	0
49999	-50030	-71300
86	-40	0
-2	-1	0
109	0	0
2	3	-700
-150	36	0
19	13	0
113	-45	0
-27	-65	0
-17	40	2
-12	-4	0
7	-5	-500
84	-44	0
50009	-50029	-71276
3	0	0
41	-31	0
50005	-50025	-71300
-10	-30	-8
-41	-13	0
40	-26	0
185	13	10
-10	-21	10
-28	-48	0
50007	-50015	-71300
92	-84	2
2	-17	0
-13	-25	12
-21	-5	0
-25	-15	6
49998	-50034	-71304
49992	-50027	-71298
-5	0	-1
59	-78	0
49990	-50028	-71298
16	-9	0
66	-102	0
-36	-21	0
4	-2	-98
19997	19997	19500
2	-26	-494
194	4	10
3	2	4
121	-8	10
-24	-5	0
-1	9	0
24	-19	2
-39	-3	0
-10	-13	5
62	-13	0
-7	-29	-8
-37	-5	6
50009	-50029	-71275
71	-109	0
106	6	0
-152	29	0
-12	-23	0
111	-47	2
20000	19992	19998
-29	-63	0
-152	30	1
-1	-3	-700
-24	-11	6
-14	-18	10
3	-11	-700
-38	-60	0
-40	6	-2
-25	-6	0
-150	40	0
2	0	-700
194	-19	10
101	-97	0
4	7	3
-49	-60	0
-111	-4	0
49990	-50026	-71298
-1	4	-704
115	-59	32
93	-93	4
74	-45	2
92	-93	0
21	-9	6
49993	-50031	-71300
54	-17	0
-9	-10	12
-16	-25	0
85	-32	0
-13	-4	0
-8	0	0
-13	-26	0
50002	-50043	-71310
74	-98	-6
7	-7	-500
-1	-4601	-108
-34	-61	0
49999	-50027	-71300
20002	20000	20002
-1	5	-700
194	-17	10
66	-71	0
2	-1	-701
2	-3	2
11	-45	0
2	-3	-696
20000	19992	20001
12	-12	0
191	-22	10
-10	54	0
-37	-48	0
11	-44	0
68	-116	0
-17	-26	2
-16	-15	12
-14	-21	11
-45	-7	-2
111	-12	22
0	-15	0
133	1	13
72	-44	2
-139	3	0
7	0	0
74	-103	-8
-100	4	-2
24	-22	3
99996	99999	99999
100002	100003	100004
165	13	10
0	-4604	-104
-110	-5	0
61	-13	0
-25	-11	0
92	-93	-2
50011	-50032	-71302
-9	5	0
162	13	10
50009	-50030	-71302
-5	-10	0
-4	-3	-700
27	-63	0
-50	1	0
9	-6	-500
-12	1	6
112	-57	20
100002	100000	100000
-14	-21	12
-3	-3	6
7	-21	0
74	-102	2
4	-3	0
1	-33	0
-28	-1	0
111	-46	0
6	-41	0
-11	-34	0
200	-198	-200
20006	20001	19500
103	-46	2
62	-98	0
-27	-2	0
186	12	10
-8	-11	0
144	16	10
-4	-31	-3
86	-2	0
116	2	5
-11	-10	0
52	-77	0
34	-33	-3
19	9	0
74	-43	2
209	-26	10
25	-9	13
41	-27	0
-6	-6999	-800
-40	8	0
2	-4	-693
89	-38	-6
-11	-15	9
50001	-50033	-71302
65	-8	0
19999	19997	19500
1	-2	2
30	-25	0
14	-48	0
197	-11	10
50000	-50012	-71300
-11	-1	-106
0	-14	-500
-7	-28	-10
-28	-61	0
99999	100003	100001
-24	-49	0
4	-40	0
133	0	14
3	-31	-2
-45	-11	0
-2	3	-701
74	-53	0
-9	-30	-10
83	-29	0
192	6	10
83	-35	0
-51	-1	0
48	-77	0
-6	44	0
88	-90	1
-11	-39	0
36	-35	-2
74	-98	-2
-15	-10	0
197	-28	10
50002	-50029	-71303
18	-27	0
50001	-50030	-71302
0	-4603	-110
-18	-23	0
72	-121	0
2	-5	2
-8	53	0
-150	51	0
50000	-50023	-71300
-12	43	0
1	0	15000
123	4	12
-61	-16	0
195	-23	10
-2	9	0
-53	-11	0
-35	-2	0
-43	-13	-2
121	3	6
-14	-19	10
11	10	0
23	-9	10
100000	100005	100000
77	-104	0
46	-96	0
-11	5	0
87	-109	0
-13	2	0
17	10	0
2	1	0
18	14	0
5	7	8
49992	-50030	-71298
56	-100	0
2	-25	-494
49997	-50031	-71300
9	-14	0
4	7	0
-31	-64	0
-46	-7	-2
-4	-30	-2
-11	29	0
-100	4	0
-6	0	-700
126	-4	8
99996	99999	99995
-48	-63	0
90	-87	0
56	-104	0
88	-1	0
16	9	0
-75	-8	0
-26	-44	0
-48	-7	0
49990	-50033	-71292
100000	99996	100000
101	11	2
50009	-50029	-71280
0	1	-10
-10	-27	-8
-49	-5	0
49994	-50000	-71300
-34	-60	0
1	-9	0
-23	-61	0
22	-9	10
-24	-14	6
206	-25	10
131	-5	12
-6	6	0
-25	-43	0
115	-46	0
-31	0	0
96	12	2
-55	-3	0
49988	-50029	-71298
75	-123	0
75	-37	0
119	2	6
4	-2	-94
3	-3	-680
49991	-50027	-71298
-3	-18	-5
-31	1	0
50000	-50017	-71300
114	-12	24
49994	-50019	-71300
-7	-30	-8
37	-36	0
-9	1	6
19997	20000	19500
26	-62	0
20004	20000	19500
16	-4	2
99	-97	0
2	3	2
-16	-24	0
49991	-50030	-71298
197	0	10
13	-8	2
105	9	0
100004	99999	99999
-10	1	6
50001	-50028	-71304
-67	-12	0
1	-4601	-106
-12	-34	0
-3	-6	-500
5	-4	0
1	-9	-700
11	-26	2
205	-24	10
45	-75	0
-11	-12	10
1	0	-92
0	-4600	-104
-4	-30	0
19999	19996	19998
-12	-31	0
17	9	0
0	-1	-102
-24	-10	8
9	0	0
-33	-5	3
-4	0	1
-41	-6	6
-2	3	-704
49992	-50029	-71298
20001	19995	20006
20000	19999	16000
64	-113	0
66	-8	0
25	-20	2
25	-10	10
34	-33	-1
-35	-55	0
-18	-16	14
31	-30	2
-28	-44	0
50000	-50016	-71300
-10	-10	0
-10	-1	0
49995	-50018	-71300
94	7	2
49996	-50032	-71300
49991	-50026	-71298
98	-52	0
-11	-14	11
13	10	0
74	-103	-3
-16	-25	12
-150	37	0
-27	-63	0
-8	-3	0
-5	-10	4
19999	20000	17000
2	-1	-100
1	-11	0
108	-50	2
16	-3	1
0	-4600	-110
-6	-12	4
-152	49	0
-21	-52	0
-47	-8	-2
-6	-5	-500
-1	4	-680
4	7	2
-11	3	-106
81	-106	0
-2	31	0
15	-51	0
65	-95	0
0	3	0
49999	-50017	-71300
8	21	2
100000	99999	100000
-3	0	0
64	-2	0
6	-1	-98
39	-73	0
-25	-67	0
-27	-19	6
-9	-7	0
11	12	0
177	12	10
0	11	0
1	-10	0
108	-52	2
-8	-30	-10
-47	-11	0
-100	6	0
-10	1	0
49999	-50029	-71302
-2	-3	-700
-86	-8	2
-152	38	0
110	-12	18
29	-13	10
-10	-30	-6
-50	-63	0
15	13	0
-5	-6996	-798
3	1	-2
50000	-50002	-71300
20000	19999	20002
89	-38	-4
86	-33	0
89	-39	-6
-19	-43	0
-38	-3	2
-18	40	2
-35	-4	0
2	-25	-499
0	-15	-94
-18	-15	12
-18	-23	2
50009	-50029	-71285
0	1	10
-10	-14	14
19	12	0
-29	0	0
-37	-51	0
57	-105	0
0	24	2
73	-123	0
49990	-49999	-71300
74	-99	-6
-1	3	-680
7	18	0
-7	-30	-9
168	15	10
42	-74	0
-1	-6	-100
-18	-26	2
80	-15	0
63	-101	0
-11	-6999	-800
-42	7	0
-152	30	0
16	-10	0
87	-108	-1
20	14	0
-20	-27	0
-12	-13	-4
1	-28	0
51	-77	0
-5	-30	2
5	0	-2
50009	-50029	-71300
22	-20	2
-100	3	2
7	-6	-500
-9	-18	12
18	-13	0
-5	-3	-680
195	-7	10
100000	99992	100000
-4	-5	6
50000	-50035	-71304
-7	25	0
-53	2	0
50003	-50035	-71305
21	-23	2
0	-4598	-108
111	-52	0
-3	3	-704
-45	-14	6
-129	5	0
55	-93	0
70	-39	0
122	-4	11
-33	-12	6
194	-21	10
34	-33	0
-28	-16	0
100	5	0
3	-6	-500
100000	100006	100000
6	-23	0
-1	-4602	-106
-2	3	-710
-18	-25	2
69	-77	0
-12	-35	0
34	-17	0
49997	-50025	-71300
0	-5	2
-4	0	-2
-27	-4	0
2	-4	-689
197	-12	10
-47	-7	-2
12	9	0
-152	46	0
-43	-13	0
-132	3	-6
49986	-50029	-71294
65	-73	0
201	-16	10
68	-67	0
110	-11	18
-44	-15	6
112	-101	0
-9	-6999	-800
85	-107	0
108	-99	0
-20	0	0
-55	-4	0
66	-76	0
1	-16	-94
20001	19997	20002
9	19	4
-5	6	0
-4	35	0
0	-13	-94
-49	0	0
-29	-55	0
9	18	2
0	2	10
89	-36	-6
-26	-47	0
-10	42	2
-17	-15	12
-5	-16	-3
-20	-13	2
-9	-18	0
86	-39	0
74	-44	2
67	-87	0
140	-2	14
-38	-6	0
0	-8	0
19996	20001	20002
-18	40	0
109	-105	6
2	1	-698
-36	-5	0
50009	-50029	-71287
-14	-25	0
1	-15000	0
104	-4	16
-8	-15	14
108	0	16
-154	39	0
1	15	0
50000	-49998	-71300
-19	-55	0
72	-104	0
50009	-50031	-71302
-15	-24	12
109	-53	0
37	-25	0
0	-6	-502
-48	-11	-3
-18	-14	2
-24	-13	6
50009	-50029	-71284
-10	-13	-2
-5	2	-680
20001	20002	19500
10	-2	0
4	-3	-700
70	-77	0
-53	-60	0
19997	20004	20000
-62	-16	0
-6	-23	0
-72	-10	0
1	1	-1
-96	-7	0
8	21	0
-7	40	0
74	-103	-9
8	7	8
56	-107	0
-41	-2	0
-5	-1	0
-2	2	-712
103	-11	16
-28	-14	6
-18	-16	12
-25	-56	0
-10	-13	2
50012	-50030	-71270
46	-77	0
25	-9	10
2	18	0
112	-44	0
25	-23	0
-69	-10	0
111	-101	0
-47	-11	-2
112	-44	2
-32	-24	6
38	-18	0
-8	-6	-500
102	11	2
3	-5	-700
49989	-50029	-71298
0	-8	-500
-7	-29	-10
20	12	0
-5	59	0
-33	-3	0
-10	-3	-106
70	-43	0
71	-63	0
53	-77	0
-3	0	-680
22	-57	0
-48	-61	0
0	-20	-500
-46	-10	0
58	-88	0
5	0	-700
49993	-50036	-71292
126	1	10
49984	-50030	-71294
0	-4602	-110
49992	-50031	-71299
0	-1	10
87	-39	2
192	8	10
49999	-49995	-71300
32	-32	-2
0	-4603	-106
-8	-19	0
14	-47	0
92	-83	2
-9	-30	-12
77	-36	0
50003	-50038	-71310
50009	-50029	-71291
50004	-50014	-71300
130	7	8
87	-34	0
79	-99	0
27	-24	2
49991	-50031	-71298
100001	100005	100004
-20	-8	0
0	-4601	-102
-14	-22	10
-48	-3	0
0	1	-680
20001	19996	19998
15	-11	0
-41	-5	0
-10	-13	1
34	-24	2
1	-4	2
-8	51	0
33	-24	2
93	-94	0
-149	28	30
2	-7	-500
-53	-3	0
21	-28	2
-11	-13	2
-5	-6	-500
121	-3	10
86	-35	-6
-9	49	0
4	7	4
-9	-24	-4
134	3	20
107	-98	0
20	-18	0
89	-35	-2
135	5	26
-10	0	8
0	-1	15002
130	-5	14
0	-14	-94
11	-27	1
92	-87	2
50001	-50028	-71302
89	-35	-4
69	-118	0
19	11	0
87	-40	0
-15	41	0
1	-4602	-108
3	16	0
-10	-13	-4
49986	-50029	-71292
-55	-15	0
112	-47	0
-6	58	0
-53	-15	0
18	-17	0
1	-25	-492
-7	-36	0
50002	-50038	-71308
-29	-67	0
-13	-24	0
-2	3	-702
-33	-22	0
31	-30	1
105	11	2
70	-121	0
48	-76	0
-8	-30	-12
1	-5	-700
-42	-58	0
57	-107	0
138	5	26
-4	-12	0
15	4	0
50001	-50031	-71300
20001	20000	17000
101	-49	2
-20	-10	0
-32	-58	0
65	-94	0
142	-1	12
79	-102	0
11	18	2
134	1	18
20000	19993	20006
-8	-27	-6
29	-25	0
56	-78	0
-7	-6999	-800
83	-30	0
134	4	26
111	-46	1
50001	-49990	-71300
1	-25	-498
-11	-15	14
-1	1	10
49999	-50000	-71300
15	-16	0
52	-81	0
49992	-50024	-71298
4	-25	-498
12	22	0
0	-35	0
110	-101	0
1	-4600	-109
1	-6	-100
0	-1	-100
5	-1	0
125	4	6
-2	33	0
36	-69	0
197	-34	10
10	-2	-98
114	2	4
105	-12	16
79	-36	0
50009	-50000	-71300
20001	20004	19500
-11	-42	0
-4	-6999	-796
-1	-1	10
5	3	0
-12	-10	0
19996	19998	19500
-4	40	0
80	-35	0
-11	-28	-6
121	-57	0
111	-103	1
2	-4	-1
108	-48	0
-10	2	8
71	-44	1
10	-44	0
195	1	10
36	-17	0
4	7	6
21	-24	0
-38	-5	0
-12	-36	4
-16	44	0
-5	4	0
202	-22	10
-34	-7	0
76	-36	0
26	-61	0
109	-101	0
-7	-12	0
-33	-5	5
-25	-57	0
1	-6	2
26	-16	0
-10	-13	9
2	1	-699
19999	19996	20000
10	10	0
50000	-50031	-71300
0	-3	0
-29	-64	0
111	-13	24
-4	3	0
20001	20003	19500
0	7	0
111	-102	0
86	-35	-4
197	-32	10
12	-45	0
58	-106	0
5	-7	-500
100004	99999	100001
0	-4598	-109
-31	-67	0
22	-23	0
0	-16	-94
4	-3	-682
44	-76	0
47	-78	0
89	-35	-6
95	-50	0
-7	52	0
0	-33	0
2	-4	-692
1	-2	-2
-9	-30	-6
18	-54	0
13	9	0
138	-3	14
-10	-29	0
98	11	2
-6	-6996	-798
19999	19997	20002
-30	-52	0
122	3	6
39	-19	0
49988	-50026	-71296
210	-25	10
-59	-16	0
6	2	-680
-48	-11	6
23	-55	0
-22	-19	0
62	-93	0
49988	-50024	-71298
133	-3	14
74	-98	-1
47	-18	0
-12	3	-108
-40	-8	-2
-16	-5	0
20001	19997	19500
8	18	2
-4	-33	0
-18	-17	12
-153	26	12
-2	-7	0
30	-18	0
14	-17	0
-100	-5	2
-133	5	-4
4	-3	-687
-2	22	0
34	-33	-4
-17	-24	6
-37	-52	0
34	-33	-6
100001	100005	100006
182	13	10
-42	-65	0
-15	-21	10
-26	-5	0
74	-96	-2
-10	-13	10
-9	48	0
-5	-3	0
20000	19992	20004
1	-9	2
100000	100004	100000
87	-2	0
-48	-3	-1
89	9	2
-100	-5	0
74	-122	0
-41	-3	0
3	1	-680
0	-4598	-106
33	-31	-2
100	-48	2
65	-102	0
128	3	8
69	-83	0
111	-12	19
-9	-14	10
-42	-4	6
74	-101	-6
-41	-3	5
73	-44	2
121	-54	0
-3	-4	6
50009	-50029	-71286
13	-47	0
-4	58	0
49991	-50028	-71298
201	-22	10
24	-22	4
-9	-34	4
110	-59	32
20002	19999	20002
-42	-13	0
-49	-13	0
